0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,0,0
60.2,2.3559e-13,1.4134e-06
60.2,7.0467e-11,1.6438e-05
60.2,1.563e-09,6.2222e-05
60.2,1.3286e-08,0.00015589
60.2,6.8226e-08,0.00031448
60.201,2.5657e-07,0.00055492
60.202,7.8063e-07,0.00089402
60.203,2.0371e-06,0.0013484
60.204,4.7315e-06,0.0019345
60.207,1.0031e-05,0.0026685
60.21,1.9755e-05,0.0035665
60.214,3.6621e-05,0.004644
60.219,6.4526e-05,0.0059165
60.226,0.00010889,0.007399
60.234,0.00017706,0.0091063
60.244,0.00027876,0.011053
60.256,0.00042657,0.013252
60.271,0.00063658,0.015718
60.288,0.00092894,0.018464
60.308,0.0013286,0.021501
60.331,0.0018659,0.024843
60.357,0.0025778,0.028501
60.388,0.0035082,0.032486
60.423,0.0047092,0.036808
60.462,0.006242,0.041478
60.506,0.0081776,0.046504
60.555,0.010598,0.051896
60.609,0.013598,0.057661
60.67,0.017286,0.063808
60.737,0.021781,0.070342
60.81,0.027223,0.077271
60.891,0.033764,0.0846
60.979,0.041576,0.092333
61.075,0.050848,0.10048
61.179,0.061789,0.10903
61.291,0.074628,0.118
61.413,0.089617,0.12739
61.544,0.10703,0.13719
61.684,0.12716,0.14742
61.834,0.15032,0.15807
61.995,0.17686,0.16913
62.166,0.20715,0.18061
62.349,0.24157,0.19251
62.542,0.28055,0.20482
62.747,0.32451,0.21754
62.964,0.37393,0.23067
63.192,0.42928,0.24419
63.433,0.49107,0.25811
63.686,0.55984,0.27242
63.952,0.63613,0.28711
64.23,0.7205,0.30218
64.52,0.81354,0.31761
64.823,0.91585,0.3334
65.139,1.028,0.34953
65.467,1.1507,0.36601
65.807,1.2845,0.38281
66.16,1.4301,0.39993
66.524,1.5881,0.41736
66.901,1.759,0.43507
67.289,1.9437,0.45307
67.688,2.1426,0.47134
68.098,2.3564,0.48986
68.518,2.5857,0.50862
68.949,2.8311,0.52761
69.388,3.093,0.54681
69.837,3.3721,0.5662
70.294,3.6689,0.58578
70.758,3.9837,0.60552
71.229,4.3171,0.62541
71.707,4.6695,0.64543
72.19,5.0412,0.66557
72.678,5.4324,0.68581
73.17,5.8436,0.70614
73.665,6.2748,0.72653
74.163,6.7264,0.74697
74.662,7.1983,0.76744
75.162,7.6907,0.78793
75.662,8.2035,0.80841
76.161,8.7369,0.82887
76.658,9.2906,0.8493
77.152,9.8645,0.86968
77.643,10.458,0.88998
78.13,11.072,0.9102
78.612,11.706,0.93031
79.088,12.358,0.95031
79.558,13.03,0.97016
80.02,13.719,0.98986
80.475,14.427,1.0094
80.921,15.152,1.0287
81.359,15.895,1.0479
81.787,16.654,1.0668
82.204,17.428,1.0855
82.611,18.218,1.104
83.008,19.023,1.1222
83.393,19.842,1.1401
83.766,20.675,1.1578
84.128,21.52,1.1751
84.477,22.377,1.1922
84.815,23.247,1.2089
85.14,24.127,1.2253
85.452,25.017,1.2413
85.752,25.917,1.257
86.039,26.826,1.2724
86.314,27.744,1.2873
86.576,28.67,1.3019
86.826,29.603,1.3162
87.063,30.543,1.33
87.289,31.489,1.3434
87.503,32.441,1.3564
87.705,33.398,1.369
87.895,34.361,1.3813
88.075,35.327,1.3931
88.243,36.298,1.4044
88.401,37.272,1.4154
88.549,38.25,1.4259
88.687,39.231,1.4361
88.815,40.214,1.4458
88.934,41.199,1.455
89.045,42.187,1.4639
89.147,43.177,1.4724
89.24,44.168,1.4804
89.326,45.16,1.488
89.405,46.154,1.4953
89.477,47.149,1.5021
89.542,48.145,1.5085
89.601,49.141,1.5146
89.654,50.138,1.5203
89.702,51.136,1.5256
89.745,52.134,1.5305
89.783,53.133,1.5351
89.816,54.132,1.5393
89.846,55.131,1.5432
89.871,56.13,1.5468
89.894,57.13,1.5501
89.913,58.129,1.553
89.929,59.129,1.5557
89.943,60.129,1.5581
89.955,61.129,1.5602
89.964,62.128,1.5621
89.972,63.128,1.5638
89.978,64.128,1.5652
89.983,65.128,1.5664
89.987,66.128,1.5675
89.99,67.128,1.5683
89.992,68.128,1.569
89.994,69.128,1.5696
89.995,70.128,1.57
89.995,71.128,1.5703
89.996,72.128,1.5705
89.996,73.128,1.5707
89.996,74.128,1.5707
89.996,75.128,1.5708
89.996,76.128,1.5708
89.996,77.128,1.5708
89.996,78.128,1.5708
89.996,79.128,1.5708
89.996,80.128,1.5708
89.996,81.128,1.5708
89.996,82.128,1.5708
89.996,83.128,1.5708
89.996,84.128,1.5708
89.996,85.128,1.5708
89.996,86.128,1.5708
89.996,87.128,1.5708
89.996,88.128,1.5708
89.996,89.128,1.5708
